basePrice,demand,occupancy,weekend,season,leadDays,rating,finalPrice
3450,20,60,0,1,39,3.9,4539.0
1956,99,84,1,1,2,3.4,3380.0
3630,27,99,1,2,51,4.0,5739.0
5476,94,64,0,1,2,3.1,8883.0
5744,61,10,0,2,54,4.0,8057.0
2679,55,99,1,1,29,4.2,4258.0
5785,53,37,0,1,45,3.7,7554.0
5065,31,62,0,2,24,4.5,7295.0
2382,62,67,1,1,24,3.3,3529.0
1899,68,82,1,2,16,4.8,3265.0
2108,39,69,1,2,31,4.9,3475.0
3138,17,68,1,1,49,3.0,4238.0
3648,66,31,1,1,43,4.7,5436.0
2882,82,17,0,0,9,4.0,3570.0
2903,29,58,1,1,27,3.9,4050.0
2319,34,51,1,0,56,3.5,3000.0
4792,28,36,1,1,41,3.9,6634.0
2319,14,48,0,2,14,4.9,3271.0
1919,84,92,1,2,45,3.4,3217.0
5719,88,34,1,0,25,3.4,7838.0
4802,81,47,0,1,43,3.5,6774.0
3008,92,94,1,0,44,4.1,4499.0
2267,96,33,1,1,22,4.9,3527.0
3544,36,33,1,1,35,4.1,4796.0
3639,49,69,0,2,33,3.5,5460.0
4529,35,92,0,0,27,3.9,5871.0
3049,36,59,1,2,40,3.8,4681.0
3264,71,75,1,2,26,3.1,5428.0
4145,92,23,1,2,19,4.0,6780.0
5216,59,62,0,0,45,3.3,6472.0
5981,51,41,0,1,39,4.7,8069.0
3793,38,57,0,1,45,4.1,5145.0
4208,48,48,0,0,26,4.7,5333.0
2400,69,49,0,1,6,4.9,3663.0
4584,50,51,0,0,3,4.9,6188.0
3509,42,86,1,0,6,3.2,5259.0
1741,92,85,0,1,28,4.9,2700.0
3885,92,17,1,2,3,4.6,6778.0
5768,25,88,0,0,13,4.6,7149.0
2171,32,35,1,0,13,3.2,2748.0
1663,16,21,0,0,57,3.4,1707.0
1964,35,52,1,0,13,5.0,2508.0
4542,21,60,1,1,1,3.4,6811.0
3942,81,100,1,1,40,3.3,6400.0
3855,14,91,0,0,37,3.7,4508.0
5778,78,72,0,2,31,4.8,9109.0
4057,58,58,0,1,52,4.0,5500.0
2045,35,36,1,2,17,4.8,3295.0
5335,14,18,1,2,9,3.7,7489.0
2093,31,48,1,0,45,3.5,2525.0
5304,88,74,0,1,57,4.0,7853.0
2959,22,80,0,0,13,4.2,3673.0
4993,37,99,1,0,37,3.8,7093.0
4101,42,80,0,2,14,3.7,5967.0
3944,32,16,0,2,11,3.4,5146.0
4172,27,81,0,2,25,3.6,6034.0
5700,39,89,0,0,31,4.3,7254.0
1516,35,76,1,0,58,3.7,1980.0
4691,25,19,0,0,14,3.2,5034.0
1892,86,80,0,0,57,3.3,2762.0
1924,48,94,1,0,7,3.7,2808.0
2071,42,62,1,0,24,4.8,2799.0
5131,35,96,0,0,49,3.8,6570.0
2620,57,66,0,0,36,3.1,3122.0
1741,74,100,0,1,42,3.8,2746.0
5397,47,95,0,1,42,4.3,7702.0
5595,11,36,1,1,47,4.2,7274.0
3779,15,63,1,1,52,3.6,5326.0
2288,55,13,1,0,44,4.4,2970.0
2214,59,97,0,0,41,4.3,2921.0
4349,47,32,0,2,3,3.3,6722.0
2275,97,57,1,2,47,3.3,3847.0
5526,27,92,0,1,44,4.1,7411.0
3747,36,51,1,2,26,4.3,5606.0
1578,50,12,1,1,47,4.9,2222.0
5426,81,100,1,0,26,3.8,7921.0
2355,83,12,1,0,1,4.5,3560.0
3648,26,37,1,2,15,3.2,5166.0
2531,71,72,1,0,11,4.8,3728.0
4771,38,90,1,0,37,4.3,6714.0
5076,67,40,0,1,7,4.3,7663.0
5682,79,19,1,2,12,3.3,8455.0
4956,87,58,1,0,52,3.1,7080.0
5006,31,95,0,2,57,4.4,7528.0
1907,15,30,1,0,38,3.2,2230.0
4211,35,62,0,1,54,3.3,5438.0
4588,48,96,1,0,3,3.4,7151.0
3168,21,85,0,2,42,3.2,4572.0
1647,23,98,0,2,58,4.3,2423.0
5827,31,63,0,1,53,3.8,7788.0
5397,60,66,1,0,26,3.5,7452.0
3450,32,29,0,1,54,3.9,4201.0
1865,57,58,1,2,30,4.7,3038.0
3174,80,16,1,1,32,4.9,4686.0
5994,59,38,1,0,36,4.0,7756.0
4046,98,57,1,0,45,4.1,5976.0
2062,22,22,1,1,51,3.5,2681.0
5062,94,12,1,2,37,4.0,8284.0
3989,19,11,1,2,55,4.5,5793.0
2272,64,25,0,1,59,4.0,3033.0
3537,18,15,1,0,54,3.6,4094.0
4923,88,54,1,0,18,4.2,6826.0
4067,61,80,0,0,1,4.9,6022.0
3073,11,14,1,0,53,4.8,3590.0
5194,34,65,0,2,21,4.5,7549.0
4791,22,80,0,0,28,3.6,5751.0
2746,60,41,1,1,48,3.5,4094.0
5219,67,58,1,1,16,4.7,8048.0
5339,43,22,0,1,48,3.4,6818.0
1859,44,39,1,1,28,4.2,2514.0
3876,12,34,0,0,22,3.9,4385.0
4509,68,94,0,2,19,3.9,7123.0
4493,79,69,1,0,48,3.9,6491.0
2462,57,68,0,2,1,4.8,4158.0
5132,73,94,1,0,31,3.2,7404.0
3327,28,37,1,2,52,4.6,4992.0
3113,76,67,0,1,52,4.7,4370.0
3140,91,29,0,1,42,4.9,4474.0
3716,82,43,1,2,34,3.9,6009.0
5812,85,14,1,2,46,4.0,9376.0
1877,14,91,1,2,40,4.9,2958.0
5714,76,69,0,1,6,3.9,8902.0
5785,20,52,1,1,28,4.0,7931.0
1869,77,66,0,0,3,3.7,2628.0
3696,78,66,0,2,31,3.1,5548.0
5247,10,84,0,2,16,3.9,7521.0
2151,100,63,1,2,17,4.3,3697.0
2269,72,90,0,1,44,4.4,3469.0
3921,38,54,1,2,27,3.0,6078.0
2280,91,95,0,2,51,4.6,3991.0
3216,21,46,1,1,24,4.0,4395.0
5483,86,93,1,2,20,4.0,9588.0
2811,50,57,0,0,32,4.9,3560.0
4859,11,63,1,1,35,3.6,6369.0
2022,46,57,0,1,13,4.5,2866.0
2021,54,15,0,1,48,4.1,2647.0
3820,89,43,0,0,43,4.4,5073.0
2435,57,72,0,1,20,3.8,3349.0
3730,33,87,0,1,59,3.6,5014.0
5540,31,57,0,1,48,4.1,7245.0
5197,20,32,0,1,52,3.7,6404.0
4337,67,93,1,0,2,3.4,6586.0
5583,55,22,0,2,4,4.7,8752.0
3961,38,56,0,2,27,4.0,5881.0
4743,44,53,1,1,60,4.7,6857.0
4859,24,41,1,0,25,3.9,5800.0
2185,69,35,0,1,4,4.1,3237.0
3660,51,62,0,2,60,5.0,5562.0
5488,52,23,0,2,32,4.9,7905.0
5566,89,61,1,0,17,3.5,7958.0
3067,83,45,0,2,1,4.7,5346.0
1538,58,17,1,1,33,3.8,2150.0
4044,73,49,0,0,30,3.1,5086.0
2756,41,95,0,2,5,4.2,4525.0
4490,73,31,1,1,54,5.0,6760.0
3696,11,25,0,0,12,4.9,4217.0
4968,33,100,0,1,38,3.3,6793.0
4208,96,69,0,2,32,4.5,6829.0
1801,75,69,1,1,38,4.6,2569.0
2146,47,19,0,0,57,3.7,2369.0
3259,40,34,0,1,17,4.3,4403.0
5851,35,40,1,2,58,4.0,8761.0
2097,38,30,1,0,54,3.5,2618.0
2161,76,100,0,0,45,4.5,2947.0
5830,87,90,0,2,40,3.5,9489.0
2868,34,42,1,1,32,3.7,3930.0
4081,57,40,0,1,24,3.4,5438.0
5368,74,99,0,2,12,4.4,8750.0
5037,62,30,1,0,47,3.9,6730.0
5808,76,45,0,2,31,3.9,8801.0
1782,99,74,0,0,19,4.2,2403.0
5178,27,13,1,0,29,3.3,6000.0
2986,18,77,0,1,21,4.8,3796.0
5582,47,99,0,2,26,3.9,8653.0
5683,96,13,0,0,52,3.7,7117.0
1960,30,18,1,1,28,3.3,2716.0
3825,74,39,0,2,17,3.3,5546.0
5254,30,54,1,2,9,4.8,8011.0
3968,36,13,1,0,21,3.9,4727.0
3224,79,78,0,0,50,4.4,4354.0
2876,53,32,1,0,60,3.2,3531.0
4243,37,25,0,2,34,4.3,5849.0
2014,54,31,0,0,11,4.8,2443.0
2202,26,81,0,2,55,3.6,3202.0
3153,49,57,1,1,20,4.2,4720.0
3566,12,71,0,2,49,4.9,5095.0
1522,85,69,0,0,53,4.4,2058.0
3960,85,89,0,2,50,3.1,6462.0
2804,75,14,1,0,47,3.8,3660.0
4800,55,89,1,1,39,3.2,7129.0
1861,95,16,0,0,16,4.7,2278.0
5227,96,60,0,0,57,4.2,7002.0
2784,39,74,0,0,29,4.9,3394.0
2014,78,18,0,0,1,3.0,2880.0
1948,18,91,1,0,60,3.8,2458.0
3355,94,54,1,0,18,3.2,4753.0
5062,20,56,1,1,59,3.7,6938.0
4020,78,76,1,1,22,3.3,6191.0
4581,100,33,1,2,8,3.7,7451.0
2928,75,19,1,0,7,4.6,4337.0
5467,97,82,1,2,25,3.3,9273.0
2422,40,86,0,1,30,3.9,3247.0
4637,42,57,0,1,34,4.8,6391.0
3659,48,44,0,0,44,5.0,4384.0
4047,55,63,0,0,48,3.5,5172.0
4479,46,96,0,2,41,4.9,7146.0
3781,69,90,0,1,52,3.5,5642.0
4149,40,80,1,2,11,3.8,6681.0
1813,20,25,0,2,15,4.8,2319.0
4113,96,62,1,2,35,4.6,6896.0
4583,11,49,0,0,23,4.7,5103.0
3756,36,29,1,1,53,4.6,5081.0
2537,11,97,1,2,45,3.5,3787.0
4989,30,78,0,1,21,4.1,6659.0
4134,67,54,0,1,28,3.8,5805.0
5483,14,15,0,2,13,3.9,7179.0
3278,61,78,0,2,34,3.3,5032.0
5395,54,58,0,0,38,3.6,6647.0
2624,94,48,1,1,6,4.7,4437.0
2197,29,11,0,2,44,4.8,2995.0
3679,70,48,1,2,4,4.2,6358.0
2904,47,30,1,1,5,4.0,4519.0
2543,29,49,1,2,55,4.4,3722.0
3429,34,91,0,1,40,4.2,4678.0
2513,11,63,0,2,6,5.0,3786.0
1726,41,21,0,1,21,3.4,2194.0
3328,35,90,0,2,28,3.9,4872.0
3523,79,46,0,2,3,4.8,5808.0
3952,50,47,0,0,23,4.8,4919.0
3585,76,24,1,1,8,4.0,5122.0
5783,10,16,0,0,19,3.3,6066.0
2580,60,87,1,2,53,4.6,4400.0
3820,14,59,1,1,11,4.2,5191.0
4690,22,74,0,1,50,4.5,6253.0
4130,28,76,0,2,10,3.9,6213.0
4063,21,53,0,2,58,3.4,5688.0
4792,57,40,0,2,28,3.0,6914.0
5086,34,52,0,2,20,4.1,7410.0
5931,66,86,0,1,44,3.3,8412.0
4447,44,57,1,0,52,3.4,5924.0
5459,85,91,1,1,28,3.9,8808.0
4313,14,90,1,1,29,3.9,6303.0
4083,31,90,1,1,8,3.5,5909.0
1661,86,70,1,1,19,3.3,2718.0
2093,66,84,1,2,53,4.9,3364.0
4759,56,93,0,0,48,3.3,6166.0
5655,63,19,0,1,59,3.7,7396.0
4462,12,38,0,1,21,3.6,5469.0
5388,62,57,1,0,18,4.7,7234.0
4890,93,90,1,2,9,3.8,8396.0
2163,40,71,1,1,4,3.2,3281.0
2632,78,22,0,2,41,3.0,3720.0
2041,97,53,0,1,25,4.4,2932.0
4474,42,56,0,1,34,4.4,6021.0
2367,81,73,1,0,9,3.8,3553.0
3566,97,100,1,0,9,3.3,5383.0
1931,59,62,1,2,18,3.7,3242.0
5778,93,99,0,1,11,4.2,8967.0
2706,25,86,1,2,13,4.4,4253.0
4028,85,85,0,0,38,3.2,5573.0
2669,86,53,0,0,9,4.1,3503.0
2330,48,37,0,0,16,3.6,2669.0
3151,98,11,0,0,4,4.2,4535.0
2636,55,66,0,0,34,4.3,3349.0
4310,97,66,0,2,7,4.8,7763.0
1975,56,43,0,2,15,3.8,2840.0
4310,53,96,1,0,57,4.1,5996.0
2826,18,67,0,1,38,3.5,3545.0
2519,96,61,1,1,11,3.6,3880.0
3336,59,38,0,1,32,3.1,4381.0
5756,86,44,0,1,27,3.6,8025.0
3948,69,84,0,1,30,3.1,5532.0
5793,24,57,1,0,52,4.9,7449.0
2783,45,42,0,2,17,4.2,4007.0
2159,72,84,0,0,36,3.3,2903.0
3510,78,82,1,1,19,3.2,5453.0
1898,95,87,1,1,7,3.7,3456.0
3233,89,18,1,2,43,3.6,5126.0
3625,50,57,1,0,45,3.6,4581.0
3671,83,76,0,2,59,3.9,5869.0
1574,33,92,0,1,58,4.8,2207.0
4971,91,45,1,1,21,4.1,7704.0
2336,58,80,0,2,28,4.0,3486.0
1999,27,53,1,1,3,4.6,3172.0
1637,16,91,1,0,14,3.0,2142.0
3597,13,69,1,1,2,3.4,5411.0
5196,99,72,0,1,29,4.0,7922.0
3385,78,14,1,0,18,4.4,4611.0
4257,69,96,0,1,37,4.0,6404.0
5420,64,95,0,2,45,3.3,8261.0
3400,25,99,0,2,45,4.9,5019.0
4110,99,85,1,1,24,3.7,6635.0
5486,91,49,0,0,56,4.6,7208.0
2949,38,28,1,0,46,4.8,3664.0
2046,32,56,0,2,12,3.7,2899.0
3503,23,74,0,1,53,4.7,4640.0
3596,88,76,0,0,45,4.4,4949.0
2203,58,100,1,0,32,4.8,3352.0
3903,42,27,1,2,18,3.5,5960.0
3125,34,59,1,2,13,4.9,4914.0
4831,30,39,1,0,4,3.1,6682.0
4478,26,75,0,2,23,4.6,6520.0
4339,32,14,0,0,54,3.9,4713.0
4884,66,51,1,1,10,3.4,7157.0
4159,90,93,1,2,55,3.2,7147.0
3361,67,14,1,2,5,3.8,5632.0
4356,23,59,1,1,50,3.8,6037.0
2185,29,94,0,0,40,3.5,2867.0
5783,39,67,1,0,14,3.4,7596.0
3119,28,88,1,2,60,3.8,4845.0
2931,62,93,0,0,34,3.8,3854.0
2375,65,17,1,0,28,3.9,3002.0
3961,86,40,0,1,8,4.7,5727.0
2865,91,21,1,1,16,4.2,4257.0
2743,32,30,0,1,31,3.0,3386.0
1662,71,71,1,2,7,4.0,3008.0
3474,42,100,1,1,3,4.5,5829.0
4791,27,99,1,1,29,3.1,7091.0
1769,82,42,1,0,36,3.8,2473.0
2131,42,35,1,1,39,3.9,2861.0
2405,41,99,0,2,4,4.9,4011.0
4971,70,49,1,1,9,4.0,7348.0
4753,63,74,0,2,55,4.5,7309.0
3514,26,68,0,0,17,3.6,4271.0
3141,28,24,0,0,49,4.6,3528.0
1704,100,10,0,1,20,3.6,2361.0
2081,79,20,1,0,14,3.9,2801.0
2340,43,64,1,1,46,4.0,3415.0
3219,93,11,1,0,29,4.9,4447.0
4143,34,74,1,2,57,3.1,6644.0
3797,77,53,0,0,13,3.4,4922.0
2374,83,25,0,1,36,4.4,3190.0
2189,83,31,0,1,45,4.2,3073.0
5500,97,27,1,1,53,3.5,8255.0
4641,94,56,1,2,17,3.6,7621.0
2922,20,90,1,0,47,3.7,3611.0
2171,100,39,1,1,50,3.9,3359.0
2671,25,19,0,2,43,4.6,3579.0
5226,99,67,1,2,4,3.0,9404.0
2443,70,71,1,2,60,4.8,4031.0
2949,89,94,0,0,20,3.8,4104.0
5237,16,89,0,0,11,3.5,6229.0
4039,25,15,1,0,42,4.0,4823.0
5459,25,76,1,2,22,4.3,8517.0
5760,49,50,0,0,45,3.1,6963.0
3861,21,52,1,1,54,4.4,5450.0
5152,44,94,0,2,8,4.5,8027.0
5170,30,86,0,0,28,3.3,6262.0
3253,59,27,1,2,45,3.3,4958.0
3852,52,67,0,2,41,3.4,5556.0
3438,26,69,1,0,30,4.6,4467.0
1870,41,97,1,2,33,3.5,2774.0
5979,50,36,1,0,33,4.6,7779.0
3431,15,77,1,0,47,4.1,4369.0
1924,97,31,0,0,54,4.5,2593.0
2394,36,33,1,2,36,4.1,3479.0
2097,29,49,1,2,27,3.7,3158.0
4562,34,83,0,0,20,4.8,5738.0
3836,75,75,1,2,33,4.4,6412.0
3187,18,49,1,0,25,4.0,3869.0
2072,62,15,1,1,44,4.3,2946.0
3590,70,27,1,2,43,4.2,5617.0
5169,47,90,0,2,19,3.7,7787.0
5772,12,96,0,1,47,3.8,7701.0
3133,93,39,1,1,21,3.6,4779.0
3017,79,30,0,1,42,5.0,4369.0
5793,64,71,0,0,33,4.2,7484.0
4157,10,19,0,0,56,3.2,4276.0
5148,79,22,0,1,3,4.0,7523.0
5088,54,85,1,0,14,3.1,6964.0
3037,56,18,0,2,15,3.6,4149.0
4637,88,77,1,1,33,3.9,7467.0
1597,35,48,1,2,42,4.1,2480.0
4715,23,33,0,0,22,5.0,5284.0
5250,63,43,1,1,1,5.0,8373.0
4657,80,70,0,0,31,3.2,6069.0
1843,55,50,1,2,47,4.1,3033.0
2110,40,14,1,0,35,4.6,2551.0
3227,97,88,0,2,53,3.5,5278.0
3790,68,59,1,0,20,4.5,5442.0
3354,38,13,0,2,32,4.8,4657.0
4108,26,60,1,0,55,4.3,5144.0
3579,23,61,1,1,54,3.7,4781.0
3824,45,48,0,1,12,4.8,5147.0
2677,67,17,0,0,51,4.8,3487.0
2591,33,54,0,2,16,4.4,3855.0
4291,72,97,1,0,59,3.7,6309.0
3249,100,37,0,1,8,4.6,4803.0
4175,34,36,0,2,56,3.6,5856.0
2281,68,74,0,0,14,3.5,2803.0
4548,41,43,0,0,18,4.0,5403.0
3605,91,90,1,2,55,5.0,6503.0
5367,27,71,1,0,30,4.6,7291.0
3613,46,71,1,1,33,4.5,5414.0
5470,35,47,1,1,34,3.9,7489.0
3491,18,35,1,2,56,3.6,5084.0
2567,73,33,1,0,44,4.7,3549.0
3077,81,48,0,0,49,4.1,4075.0
2511,29,30,1,1,34,4.6,3462.0
3774,63,56,0,2,60,4.0,5864.0
3314,95,57,0,2,49,4.5,5318.0
3926,92,22,0,2,53,4.7,5999.0
5902,39,12,0,1,7,3.8,8009.0
4051,62,41,1,1,6,3.0,6317.0
5157,72,44,1,2,6,3.5,8901.0
1507,20,28,1,2,22,4.8,2214.0
4055,40,23,0,0,8,4.4,4746.0
1975,58,57,1,0,37,4.5,2492.0
3711,96,95,1,2,15,3.7,6508.0
1984,28,90,1,1,26,4.4,2978.0
3785,21,77,1,1,39,4.3,5437.0
5025,24,54,1,0,3,3.4,6797.0
4839,40,28,1,2,57,4.9,7377.0
4322,52,73,0,1,10,3.7,5984.0
4424,46,75,0,1,3,3.7,6724.0
1758,88,88,1,1,30,3.7,2877.0
1782,38,75,0,1,46,3.2,2420.0
3398,35,84,0,0,22,4.2,4267.0
5635,11,54,1,1,3,3.5,8301.0
4476,93,96,0,1,1,4.6,7569.0
3767,24,83,1,2,33,3.8,5994.0
4700,13,76,0,2,19,3.9,6959.0
2112,95,78,1,0,36,4.3,3052.0
2187,59,12,0,0,34,4.5,2313.0
5190,47,47,0,0,57,3.5,6144.0
2112,32,86,0,0,31,4.9,2587.0
3807,68,51,0,1,43,4.2,5383.0
4513,99,92,1,2,24,3.0,8009.0
3281,84,49,0,1,12,3.8,4734.0
4091,37,59,1,1,13,3.9,5790.0
4196,75,44,1,1,16,4.6,6390.0
5458,17,33,0,2,16,3.6,7400.0
2074,38,97,0,0,51,3.7,2714.0
3410,20,26,1,0,55,3.1,4060.0
5104,27,49,0,2,52,3.6,7086.0
2169,64,83,1,2,53,4.4,3503.0
5864,59,75,0,0,20,4.3,7733.0
2783,23,53,1,1,41,3.2,3950.0
2423,83,32,0,0,48,3.2,2883.0
2625,18,15,0,2,27,3.8,3502.0
3029,20,75,1,0,39,4.5,3880.0
3094,72,30,1,0,13,4.7,4231.0
1746,85,44,1,0,4,3.0,2480.0
5211,76,38,0,2,32,3.7,7861.0
3060,62,16,0,2,45,3.8,4379.0
3900,48,62,0,0,40,4.8,4993.0
3743,87,46,0,0,34,4.0,4947.0
5364,65,32,1,1,39,3.5,7684.0
3439,37,17,1,1,43,3.8,4675.0
4569,84,85,0,0,17,3.9,6226.0
1726,48,57,0,2,24,4.3,2606.0
5047,34,19,0,1,29,3.1,6079.0
1764,30,88,1,0,46,3.8,2428.0
2895,19,33,1,1,28,4.3,3849.0
5057,52,99,0,1,45,3.6,7296.0
2145,24,56,1,1,47,4.2,2957.0
4490,92,62,0,2,22,3.7,7074.0
3399,57,48,0,0,28,4.5,4213.0
4004,95,76,1,2,53,3.1,6682.0
4272,30,75,1,2,25,4.8,6836.0
2654,69,15,1,1,41,3.3,3720.0
2087,59,30,1,0,3,3.3,2824.0
3321,32,82,0,1,57,4.7,4517.0
2485,22,83,1,2,13,4.7,3850.0
5579,78,45,1,2,31,3.2,8966.0
4848,13,12,1,0,13,4.8,5658.0
5331,87,97,1,2,41,3.5,9335.0
2741,81,95,0,2,18,4.2,4355.0
1689,18,87,0,0,37,3.1,2056.0
2480,44,51,1,1,43,3.8,3562.0
3198,30,54,1,0,34,3.9,4037.0
3215,67,53,0,2,17,4.2,4891.0
4093,27,100,0,0,55,4.1,5174.0
5636,81,42,1,1,52,3.9,8569.0
5933,90,69,0,2,21,4.9,9623.0
2598,52,95,0,1,36,3.4,3803.0
3826,15,92,0,1,54,3.3,5130.0
4747,95,92,0,0,59,4.4,6647.0
2395,87,79,1,1,50,3.1,3747.0
3174,76,92,0,0,56,4.0,4428.0
4409,21,86,0,0,52,4.0,5401.0
2430,21,35,1,1,40,3.6,3234.0
5884,75,95,1,0,19,4.9,8811.0
2223,11,30,1,0,12,3.6,2667.0
4440,24,11,0,1,28,3.6,5232.0
2589,32,56,1,2,11,3.5,3892.0
2435,38,39,0,0,48,3.3,2885.0
3795,90,36,1,0,37,3.7,5275.0
1655,16,80,0,1,28,4.4,2175.0
2570,37,29,1,0,35,4.5,3237.0
3458,23,59,1,1,44,4.6,4911.0
4001,53,32,0,2,15,3.4,5666.0
5719,39,22,1,2,16,3.1,8331.0
5330,90,90,1,1,45,4.9,8583.0
2354,41,13,1,2,7,3.0,3717.0
2139,79,23,1,1,47,4.9,3155.0
3738,97,29,1,0,3,4.7,5860.0
3102,15,22,0,2,31,4.8,4141.0
1941,36,12,0,0,12,3.8,2291.0
2836,91,99,1,0,8,3.4,4331.0
5200,97,99,1,1,25,4.2,8560.0
2448,33,91,0,2,44,4.5,3578.0
4873,43,87,0,2,50,3.3,7296.0
1959,49,56,1,0,35,4.6,2637.0
1892,56,12,0,0,12,3.4,1995.0
5438,88,10,1,1,55,4.0,7907.0
3287,84,99,1,2,21,4.7,5754.0
3757,95,33,1,1,26,3.4,5669.0
2638,33,44,1,1,55,3.5,3824.0
5308,74,23,0,1,2,3.1,7548.0
3954,27,76,0,2,14,3.3,5776.0
2966,53,22,0,1,46,3.3,3827.0
5174,85,56,1,2,4,3.4,9132.0
2877,66,59,0,1,17,3.6,3996.0
4097,37,87,1,0,47,4.6,5731.0
1641,80,94,1,1,48,4.8,2674.0
4159,32,35,0,1,5,3.8,5587.0
2339,94,12,1,2,24,3.3,3724.0
5118,43,60,1,0,49,3.4,6764.0
5417,20,49,1,0,55,4.5,6760.0
2095,95,77,0,2,7,4.4,3787.0
3404,44,45,1,2,23,4.9,5396.0
1780,51,60,0,0,47,3.0,2298.0
1923,37,10,1,2,17,4.5,2908.0
5865,91,42,0,0,12,4.0,7917.0
5749,87,16,1,1,11,4.8,8651.0
3250,91,61,0,1,51,4.2,4793.0
3467,33,20,0,0,11,3.9,3946.0
5588,17,36,1,0,34,4.3,6814.0
5678,62,23,1,1,47,4.7,8115.0
4446,81,95,1,1,37,3.6,6998.0
2949,13,89,1,0,50,3.2,3779.0
3831,100,55,0,2,29,3.9,6190.0
3720,14,85,1,2,53,3.4,5593.0
5289,58,19,0,0,53,3.9,6259.0
4310,39,33,1,2,48,5.0,6533.0
3031,81,70,0,1,36,4.1,4430.0
4490,72,27,0,1,27,4.4,6102.0
5993,56,95,0,2,55,4.4,9464.0
2643,35,18,1,0,42,4.6,3492.0
2433,66,26,1,1,22,4.9,3492.0
2960,46,67,0,1,2,4.3,4447.0
4223,16,22,0,1,47,4.0,5048.0
4012,49,59,0,2,36,3.6,5735.0
1785,48,15,0,0,48,3.7,2122.0
1764,71,94,0,2,30,3.7,2733.0
3867,87,60,1,0,59,3.6,5644.0
4947,62,45,0,0,7,4.4,6754.0
3262,13,80,1,2,57,4.2,5043.0
4548,91,34,1,1,57,3.4,6981.0
3881,34,20,1,0,12,4.9,4873.0
3769,16,53,0,2,3,3.9,5633.0
1540,37,23,0,1,17,4.1,1851.0
1567,78,38,0,0,41,4.4,1786.0
2487,76,83,0,0,32,4.2,3341.0
5508,29,59,1,1,8,3.6,7550.0
4698,92,14,1,0,23,4.6,6429.0
4024,20,81,1,2,38,3.2,6107.0
2585,76,78,0,0,30,4.1,3488.0
3979,96,97,0,0,15,3.5,5526.0
3193,16,66,0,1,10,4.2,4078.0
3815,32,35,0,2,55,3.4,5284.0
2278,70,15,0,1,59,4.5,3070.0
3085,80,25,0,2,57,3.5,4364.0
2992,43,69,1,1,38,4.8,4512.0
2160,28,21,1,0,15,4.7,2542.0
2848,67,84,0,2,30,3.7,4300.0
2799,18,12,1,2,46,3.8,3895.0
5440,57,72,1,0,26,4.4,7813.0
3486,91,73,1,1,51,3.2,5435.0
3544,50,71,1,2,45,3.2,5617.0
5016,57,15,0,0,14,3.3,5838.0
2558,54,28,1,0,3,4.1,3542.0
2476,34,27,0,2,36,3.3,3390.0
2227,87,89,0,2,26,3.6,3527.0
4027,34,96,1,2,14,4.3,6578.0
4636,28,52,0,0,31,3.0,5344.0
1842,48,82,1,1,14,3.4,2765.0
2947,88,12,0,1,58,4.9,4089.0
3879,89,81,0,2,40,4.3,6513.0
5159,36,47,1,0,10,3.6,6571.0
2026,83,77,1,0,9,3.1,2958.0
3396,72,85,0,2,46,4.2,5437.0
3573,77,53,1,0,40,3.4,4825.0
1905,28,98,0,0,43,4.9,2368.0
3073,37,89,1,0,42,4.4,4119.0
5240,94,72,0,2,18,4.9,8497.0
5774,87,51,0,2,36,4.7,9026.0
5727,42,73,0,2,36,4.0,8490.0
3346,19,63,0,1,12,4.3,4315.0
2978,92,87,0,1,50,4.6,4626.0
3895,39,86,1,2,40,4.2,6404.0
2271,31,80,0,0,3,3.1,3157.0
2078,12,85,1,0,18,3.9,2714.0
4401,91,46,1,2,7,3.3,7694.0
1693,84,13,0,0,31,4.4,2206.0
3507,57,11,0,0,1,4.4,4502.0
2685,11,53,1,1,31,5.0,3731.0
3894,85,76,0,0,54,4.3,5351.0
4498,63,77,0,0,13,4.6,5838.0
3292,15,85,1,2,29,3.5,4984.0
2610,49,92,1,1,3,3.7,4342.0
5505,11,83,1,1,29,4.8,7849.0
3761,82,71,1,0,35,4.5,5762.0
5236,11,10,1,2,15,4.3,7234.0
5293,83,26,1,1,21,3.5,7638.0
3436,64,25,0,1,19,4.4,4594.0
5857,81,18,1,0,28,4.8,7895.0
2229,69,62,1,1,4,3.5,3460.0
5878,15,82,0,2,45,4.4,8586.0
4951,28,68,0,2,13,3.8,7209.0
5957,36,18,0,1,15,3.2,7359.0
3640,10,21,0,2,51,4.5,4817.0
3144,42,50,0,2,48,3.3,4459.0
4300,49,24,0,0,39,3.5,4975.0
1641,41,75,1,1,32,4.6,2421.0
2955,78,84,0,1,3,4.5,4725.0
3596,26,20,0,0,30,3.5,4065.0
2825,17,17,0,0,58,4.9,3217.0
2713,66,64,0,0,20,3.4,3520.0
2659,51,15,1,0,2,5.0,3700.0
5999,18,62,0,2,50,4.5,8556.0
1840,96,29,0,2,25,3.8,2788.0
5328,44,48,1,0,11,3.3,6811.0
3468,80,81,1,1,1,3.6,5884.0
2203,88,43,1,1,48,3.4,3362.0
5913,62,66,0,1,49,4.2,8280.0
3929,63,28,1,0,48,3.7,5098.0
3300,93,80,1,2,10,3.6,5799.0
2355,34,40,1,2,17,4.5,3395.0
3312,76,91,0,2,30,3.5,5383.0
4366,71,49,0,2,35,4.2,6604.0
5142,64,23,1,1,50,3.4,7184.0
1682,55,90,0,1,19,4.4,2396.0
